experiment,epochs,learning_rate,lambda_l1,split,investor,train_size,test_size,train_nll,accuracy,macro_f1,nll
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,11,institution,765,194,0.6870302528337715,0.6134020618556701,0.5847010132724418,0.682819664478302
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,11,retail,765,194,0.6625162130087808,0.6237113402061856,0.6220140390210052,0.6712514162063599
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,12,foreign,765,194,0.620302232963587,0.6134020618556701,0.6110769559755153,0.6566740274429321
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,12,institution,765,194,0.68745640087751,0.5670103092783505,0.5497347480106101,0.6835204362869263
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,12,retail,765,194,0.6494933799980512,0.4948453608247423,0.4869940636805181,0.727224588394165
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,13,foreign,765,194,0.633963882611468,0.6649484536082474,0.6508376021043888,0.6060979962348938
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,13,institution,765,194,0.6821176638790205,0.5463917525773195,0.5262515262515263,0.7062351107597351
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,13,retail,765,194,0.6655281627100278,0.6082474226804123,0.6048456260720412,0.6610228419303894
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,14,foreign,765,194,0.6254230185271867,0.634020618556701,0.6151116327157906,0.640288233757019
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,14,institution,765,194,0.6851707667307136,0.5567010309278351,0.5223863506240696,0.6995920538902283
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,14,retail,765,194,0.6561386010226081,0.5721649484536082,0.5454879047054506,0.7345041632652283
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,15,foreign,765,194,0.6172889979057062,0.6082474226804123,0.6082474226804123,0.669214129447937
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,15,institution,765,194,0.6854406641978844,0.5567010309278351,0.5326610644257703,0.6888835430145264
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,15,retail,765,194,0.652979924943712,0.5463917525773195,0.545619078036836,0.6982808709144592
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,16,foreign,768,197,0.6064770221710205,0.6040609137055838,0.5964810924369748,0.7530843615531921
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,16,institution,768,197,0.6840300957361857,0.5431472081218274,0.5417183622828784,0.707500159740448
ep_100_lr_0p001_l1_0p0001,100,0.001,0.0001,16,retail,768,197,0.6475236614545187,0.5532994923857868,0.5491052850603413,0.7564748525619507
