experiment,epochs,batch_size,learning_rate,lambda_l1,split,investor,train_size,test_size,train_nll,accuracy,macro_f1,nll
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,17,foreign,772,194,0.6351145740617742,0.6701030927835051,0.6064908722109533,0.6537103652954102
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,17,institution,772,194,0.6860625015021605,0.5515463917525774,0.5514391261594068,0.6896659731864929
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,17,retail,772,194,0.6678725422355177,0.6185567010309279,0.5576235671145076,0.6644734144210815
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,18,foreign,765,194,0.6339180974399342,0.6597938144329897,0.6525561706284598,0.6423713564872742
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,18,institution,765,194,0.6868999544311972,0.4896907216494845,0.4885900679004127,0.6925341486930847
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,18,retail,765,194,0.6681758130297941,0.6391752577319587,0.6263070996147495,0.6557357907295227
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,19,foreign,765,194,0.6362908178684759,0.6804123711340206,0.6736133724085531,0.6397989988327026
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,19,institution,765,194,0.6889521871516907,0.5927835051546392,0.5927726850006643,0.68277907371521
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,19,retail,765,194,0.657467509406844,0.520618556701031,0.5137844611528821,0.6891501545906067
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,20,foreign,765,194,0.6466335911376804,0.7010309278350515,0.7009037745879851,0.5990334153175354
ep_25_bs_64_lr_0p0005_l1_0p0003,25,64,0.0005,0.0003,20,institution,765,194,0.6826145667655795,0.5051546391752577,0.5032540275258721,0.7090926170349121
