coefficient,split,investor,feature,weight,parameter_type,parameter,mean,std,positive_rate,negative_rate,split_count,direction_consistency,context
alpha,41,foreign,,-0.0175437778234481,α 컨텍스트 주효과,VKOSPI 변동성,-0.02035666506077779,0.011071461235148164,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,vkospi_1d
alpha,41,institution,,-0.0042524114251136,α 컨텍스트 주효과,KOSPI200 수익률,-0.003293890735949343,0.0012257375767805306,0.0,1.0,45,1.0,kospi_return_1d
alpha,41,institution,,-0.0023670315276831,α 컨텍스트 주효과,USD/KRW 수준,-0.001980307465136174,0.0015824692985485472,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
alpha,41,institution,,0.0004789312370121,α 컨텍스트 주효과,VKOSPI 변동성,0.003440024608153135,0.0016866053257022149,0.9333333333333333,0.06666666666666667,45,0.9333333333333333,vkospi_1d
alpha,41,retail,,-0.0281362608075141,α 컨텍스트 주효과,KOSPI200 수익률,-0.02586849402222364,0.0026311392637116595,0.0,1.0,45,1.0,kospi_return_1d
alpha,41,retail,,0.030718745663762,α 컨텍스트 주효과,USD/KRW 수준,0.028760941657755057,0.0031710620093600857,1.0,0.0,45,1.0,fx_level_z_252
alpha,41,retail,,0.0217506103217601,α 컨텍스트 주효과,VKOSPI 변동성,0.01392996203956294,0.010650923057852155,0.8666666666666667,0.13333333333333333,45,0.8666666666666667,vkospi_1d
alpha,42,foreign,,0.0447352342307567,α 컨텍스트 주효과,KOSPI200 수익률,0.03870597490006018,0.005713392034694856,1.0,0.0,45,1.0,kospi_return_1d
alpha,42,foreign,,-0.0065851844847202,α 컨텍스트 주효과,USD/KRW 수준,-0.02028564017576471,0.009796345914463954,0.0,1.0,45,1.0,fx_level_z_252
alpha,42,foreign,,-0.016439514234662,α 컨텍스트 주효과,VKOSPI 변동성,-0.02035666506077779,0.011071461235148164,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,vkospi_1d
alpha,42,institution,,-0.0041510411538183,α 컨텍스트 주효과,KOSPI200 수익률,-0.003293890735949343,0.0012257375767805306,0.0,1.0,45,1.0,kospi_return_1d
alpha,42,institution,,-0.0040864879265427,α 컨텍스트 주효과,USD/KRW 수준,-0.001980307465136174,0.0015824692985485472,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
alpha,42,institution,,0.0044487472623586,α 컨텍스트 주효과,VKOSPI 변동성,0.003440024608153135,0.0016866053257022149,0.9333333333333333,0.06666666666666667,45,0.9333333333333333,vkospi_1d
alpha,42,retail,,-0.0262767486274242,α 컨텍스트 주효과,KOSPI200 수익률,-0.02586849402222364,0.0026311392637116595,0.0,1.0,45,1.0,kospi_return_1d
alpha,42,retail,,0.0317526645958423,α 컨텍스트 주효과,USD/KRW 수준,0.028760941657755057,0.0031710620093600857,1.0,0.0,45,1.0,fx_level_z_252
alpha,42,retail,,0.012124752625823,α 컨텍스트 주효과,VKOSPI 변동성,0.01392996203956294,0.010650923057852155,0.8666666666666667,0.13333333333333333,45,0.8666666666666667,vkospi_1d
alpha,43,foreign,,0.0469006933271884,α 컨텍스트 주효과,KOSPI200 수익률,0.03870597490006018,0.005713392034694856,1.0,0.0,45,1.0,kospi_return_1d
alpha,43,foreign,,-0.0158785078674554,α 컨텍스트 주효과,USD/KRW 수준,-0.02028564017576471,0.009796345914463954,0.0,1.0,45,1.0,fx_level_z_252
alpha,43,foreign,,-0.0264112167060375,α 컨텍스트 주효과,VKOSPI 변동성,-0.02035666506077779,0.011071461235148164,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,vkospi_1d
alpha,43,institution,,-0.004222659394145,α 컨텍스트 주효과,KOSPI200 수익률,-0.003293890735949343,0.0012257375767805306,0.0,1.0,45,1.0,kospi_return_1d
alpha,43,institution,,-0.0043109506368637,α 컨텍스트 주효과,USD/KRW 수준,-0.001980307465136174,0.0015824692985485472,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
alpha,43,institution,,-4.702394562627887e-06,α 컨텍스트 주효과,VKOSPI 변동성,0.003440024608153135,0.0016866053257022149,0.9333333333333333,0.06666666666666667,45,0.9333333333333333,vkospi_1d
alpha,43,retail,,-0.0297808926552534,α 컨텍스트 주효과,KOSPI200 수익률,-0.02586849402222364,0.0026311392637116595,0.0,1.0,45,1.0,kospi_return_1d
alpha,43,retail,,0.0298199411481618,α 컨텍스트 주효과,USD/KRW 수준,0.028760941657755057,0.0031710620093600857,1.0,0.0,45,1.0,fx_level_z_252
alpha,43,retail,,0.0254800077527761,α 컨텍스트 주효과,VKOSPI 변동성,0.01392996203956294,0.010650923057852155,0.8666666666666667,0.13333333333333333,45,0.8666666666666667,vkospi_1d
alpha,44,foreign,,0.0449252165853977,α 컨텍스트 주효과,KOSPI200 수익률,0.03870597490006018,0.005713392034694856,1.0,0.0,45,1.0,kospi_return_1d
alpha,44,foreign,,-0.0262866131961345,α 컨텍스트 주효과,USD/KRW 수준,-0.02028564017576471,0.009796345914463954,0.0,1.0,45,1.0,fx_level_z_252
alpha,44,foreign,,-0.0164422746747732,α 컨텍스트 주효과,VKOSPI 변동성,-0.02035666506077779,0.011071461235148164,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,vkospi_1d
alpha,44,institution,,-0.0035129652824252,α 컨텍스트 주효과,KOSPI200 수익률,-0.003293890735949343,0.0012257375767805306,0.0,1.0,45,1.0,kospi_return_1d
alpha,44,institution,,-0.0027891686186194,α 컨텍스트 주효과,USD/KRW 수준,-0.001980307465136174,0.0015824692985485472,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
alpha,44,institution,,0.0002531368518248,α 컨텍스트 주효과,VKOSPI 변동성,0.003440024608153135,0.0016866053257022149,0.9333333333333333,0.06666666666666667,45,0.9333333333333333,vkospi_1d
alpha,44,retail,,-0.0292813628911972,α 컨텍스트 주효과,KOSPI200 수익률,-0.02586849402222364,0.0026311392637116595,0.0,1.0,45,1.0,kospi_return_1d
alpha,44,retail,,0.0291994493454694,α 컨텍스트 주효과,USD/KRW 수준,0.028760941657755057,0.0031710620093600857,1.0,0.0,45,1.0,fx_level_z_252
alpha,44,retail,,0.0181884113699197,α 컨텍스트 주효과,VKOSPI 변동성,0.01392996203956294,0.010650923057852155,0.8666666666666667,0.13333333333333333,45,0.8666666666666667,vkospi_1d
B,0,foreign,momentum,-0.0009819301776587,B 상호작용,모멘텀 × KOSPI200 수익률,-0.009882273677632994,0.004222298460346124,0.0,1.0,45,1.0,kospi_return_1d
B,0,foreign,momentum,0.0009923088364303,B 상호작용,모멘텀 × USD/KRW 수준,-0.005067104393674491,0.004757074809809841,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,fx_level_z_252
B,0,foreign,momentum,-0.0083652194589376,B 상호작용,모멘텀 × VKOSPI 변동성,-0.02093564567880493,0.006054193648573813,0.0,1.0,45,1.0,vkospi_1d
B,0,foreign,herd,0.0090225394815206,B 상호작용,군집 × KOSPI200 수익률,0.0013434988925129906,0.008000181559633874,0.6666666666666666,0.3333333333333333,45,0.6666666666666666,kospi_return_1d
B,0,foreign,herd,0.0112884799018502,B 상호작용,군집 × USD/KRW 수준,-0.00126009259127182,0.006818224860376611,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,fx_level_z_252
B,0,foreign,herd,0.022083643823862,B 상호작용,군집 × VKOSPI 변동성,0.016146754842379228,0.009580691620531384,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,vkospi_1d
B,0,foreign,underwater,0.0001871775602921,B 상호작용,손실구간 × KOSPI200 수익률,-0.00012364162434499868,0.003680890370543733,0.4666666666666667,0.5333333333333333,45,0.5333333333333333,kospi_return_1d
B,0,foreign,underwater,-0.0154742198064923,B 상호작용,손실구간 × USD/KRW 수준,-0.012614744889368774,0.006661290844499061,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,0,foreign,underwater,0.0089584169909358,B 상호작용,손실구간 × VKOSPI 변동성,0.005228952422233571,0.006163963763168141,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,0,institution,momentum,-0.0009274465846829,B 상호작용,모멘텀 × KOSPI200 수익률,-0.00017630197972820906,0.0005292369079901974,0.3333333333333333,0.6666666666666666,45,0.6666666666666666,kospi_return_1d
B,0,institution,momentum,-8.990724745672196e-05,B 상호작용,모멘텀 × USD/KRW 수준,0.0003834229923894391,0.0006304616386301876,0.8,0.2,45,0.8,fx_level_z_252
B,0,institution,momentum,0.0008448984590359,B 상호작용,모멘텀 × VKOSPI 변동성,0.0009549930549433365,0.0010201305152566092,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,vkospi_1d
B,0,institution,herd,9.968479571398348e-05,B 상호작용,군집 × KOSPI200 수익률,-0.00042775533252599425,0.0006368855362611771,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,kospi_return_1d
B,0,institution,herd,0.0003876140690408,B 상호작용,군집 × USD/KRW 수준,0.0011808933105688008,0.0012867616280528564,0.9111111111111111,0.08888888888888889,45,0.9111111111111111,fx_level_z_252
B,0,institution,herd,1.5755969798192382e-05,B 상호작용,군집 × VKOSPI 변동성,0.00017656910131335168,0.0005365022888307844,0.6,0.4,45,0.6,vkospi_1d
B,0,institution,underwater,0.0026498271618038,B 상호작용,손실구간 × KOSPI200 수익률,0.0028873921276600044,0.0011463362931546945,0.9777777777777777,0.022222222222222223,45,0.9777777777777777,kospi_return_1d
B,0,institution,underwater,-7.079393253661692e-05,B 상호작용,손실구간 × USD/KRW 수준,0.00066805444690137,0.0008236759321773428,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,fx_level_z_252
B,0,institution,underwater,0.0004344988265074,B 상호작용,손실구간 × VKOSPI 변동성,0.000966774560381723,0.0010921077658211822,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,0,retail,momentum,0.002435055328533,B 상호작용,모멘텀 × KOSPI200 수익률,0.0004566838673781533,0.0036517163983930817,0.5777777777777777,0.4222222222222222,45,0.5777777777777777,kospi_return_1d
B,0,retail,momentum,0.0201016087085008,B 상호작용,모멘텀 × USD/KRW 수준,0.014630268860815244,0.005124943407487774,1.0,0.0,45,1.0,fx_level_z_252
B,0,retail,momentum,0.010537608526647,B 상호작용,모멘텀 × VKOSPI 변동성,0.012923570908605998,0.0042008839546859725,1.0,0.0,45,1.0,vkospi_1d
B,0,retail,herd,-0.0057412292808294,B 상호작용,군집 × KOSPI200 수익률,-0.007524183127356441,0.004999493162396145,0.022222222222222223,0.9777777777777777,45,0.9777777777777777,kospi_return_1d
B,0,retail,herd,0.0131702795624732,B 상호작용,군집 × USD/KRW 수준,0.0072030419076327,0.007853872899105463,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,fx_level_z_252
B,0,retail,herd,0.0120841208845376,B 상호작용,군집 × VKOSPI 변동성,0.007816116667042135,0.006747801919493554,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,vkospi_1d
B,0,retail,underwater,0.0004241835558786,B 상호작용,손실구간 × KOSPI200 수익률,-0.00326234072886612,0.003978380034710869,0.24444444444444444,0.7555555555555555,45,0.7555555555555555,kospi_return_1d
B,0,retail,underwater,-0.0210444405674934,B 상호작용,손실구간 × USD/KRW 수준,-0.015919380618207524,0.007332206367944818,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,0,retail,underwater,-0.0036773639731109,B 상호작용,손실구간 × VKOSPI 변동성,-0.0124074352232532,0.010294520305759574,0.08888888888888889,0.9111111111111111,45,0.9111111111111111,vkospi_1d
B,1,foreign,momentum,-0.0093880565837025,B 상호작용,모멘텀 × KOSPI200 수익률,-0.009882273677632994,0.004222298460346124,0.0,1.0,45,1.0,kospi_return_1d
B,1,foreign,momentum,-0.0081959255039691,B 상호작용,모멘텀 × USD/KRW 수준,-0.005067104393674491,0.004757074809809841,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,fx_level_z_252
B,1,foreign,momentum,-0.0191261712461709,B 상호작용,모멘텀 × VKOSPI 변동성,-0.02093564567880493,0.006054193648573813,0.0,1.0,45,1.0,vkospi_1d
B,1,foreign,herd,0.0061085862107574,B 상호작용,군집 × KOSPI200 수익률,0.0013434988925129906,0.008000181559633874,0.6666666666666666,0.3333333333333333,45,0.6666666666666666,kospi_return_1d
B,1,foreign,herd,0.0084703480824828,B 상호작용,군집 × USD/KRW 수준,-0.00126009259127182,0.006818224860376611,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,fx_level_z_252
B,1,foreign,herd,0.0166506376117467,B 상호작용,군집 × VKOSPI 변동성,0.016146754842379228,0.009580691620531384,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,vkospi_1d
B,1,foreign,underwater,0.0004839779576286,B 상호작용,손실구간 × KOSPI200 수익률,-0.00012364162434499868,0.003680890370543733,0.4666666666666667,0.5333333333333333,45,0.5333333333333333,kospi_return_1d
B,1,foreign,underwater,-0.0223038531839847,B 상호작용,손실구간 × USD/KRW 수준,-0.012614744889368774,0.006661290844499061,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,1,foreign,underwater,0.0116993440315127,B 상호작용,손실구간 × VKOSPI 변동성,0.005228952422233571,0.006163963763168141,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,1,institution,momentum,-0.0005495863151736,B 상호작용,모멘텀 × KOSPI200 수익률,-0.00017630197972820906,0.0005292369079901974,0.3333333333333333,0.6666666666666666,45,0.6666666666666666,kospi_return_1d
B,1,institution,momentum,-9.525479981675744e-06,B 상호작용,모멘텀 × USD/KRW 수준,0.0003834229923894391,0.0006304616386301876,0.8,0.2,45,0.8,fx_level_z_252
B,1,institution,momentum,-0.0001486347900936,B 상호작용,모멘텀 × VKOSPI 변동성,0.0009549930549433365,0.0010201305152566092,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,vkospi_1d
B,1,institution,herd,3.798678517341614e-05,B 상호작용,군집 × KOSPI200 수익률,-0.00042775533252599425,0.0006368855362611771,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,kospi_return_1d
B,1,institution,herd,9.459718421567231e-05,B 상호작용,군집 × USD/KRW 수준,0.0011808933105688008,0.0012867616280528564,0.9111111111111111,0.08888888888888889,45,0.9111111111111111,fx_level_z_252
B,1,institution,herd,-3.9136491977842525e-05,B 상호작용,군집 × VKOSPI 변동성,0.00017656910131335168,0.0005365022888307844,0.6,0.4,45,0.6,vkospi_1d
B,1,institution,underwater,0.0019582568202167,B 상호작용,손실구간 × KOSPI200 수익률,0.0028873921276600044,0.0011463362931546945,0.9777777777777777,0.022222222222222223,45,0.9777777777777777,kospi_return_1d
B,1,institution,underwater,0.000376380601665,B 상호작용,손실구간 × USD/KRW 수준,0.00066805444690137,0.0008236759321773428,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,fx_level_z_252
B,1,institution,underwater,0.0002465115394443,B 상호작용,손실구간 × VKOSPI 변동성,0.000966774560381723,0.0010921077658211822,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,1,retail,momentum,0.0034733552020043,B 상호작용,모멘텀 × KOSPI200 수익률,0.0004566838673781533,0.0036517163983930817,0.5777777777777777,0.4222222222222222,45,0.5777777777777777,kospi_return_1d
B,1,retail,momentum,0.0216874666512012,B 상호작용,모멘텀 × USD/KRW 수준,0.014630268860815244,0.005124943407487774,1.0,0.0,45,1.0,fx_level_z_252
B,1,retail,momentum,0.0121447052806615,B 상호작용,모멘텀 × VKOSPI 변동성,0.012923570908605998,0.0042008839546859725,1.0,0.0,45,1.0,vkospi_1d
B,1,retail,herd,-0.0023271315731108,B 상호작용,군집 × KOSPI200 수익률,-0.007524183127356441,0.004999493162396145,0.022222222222222223,0.9777777777777777,45,0.9777777777777777,kospi_return_1d
B,1,retail,herd,0.0231056902557611,B 상호작용,군집 × USD/KRW 수준,0.0072030419076327,0.007853872899105463,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,fx_level_z_252
B,1,retail,herd,0.0132813109084963,B 상호작용,군집 × VKOSPI 변동성,0.007816116667042135,0.006747801919493554,0.8222222222222222,0.17777777777777778,45,0.8222222222222222,vkospi_1d
B,1,retail,underwater,0.0012525520287454,B 상호작용,손실구간 × KOSPI200 수익률,-0.00326234072886612,0.003978380034710869,0.24444444444444444,0.7555555555555555,45,0.7555555555555555,kospi_return_1d
B,1,retail,underwater,-0.01662577688694,B 상호작용,손실구간 × USD/KRW 수준,-0.015919380618207524,0.007332206367944818,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,1,retail,underwater,-0.0118104312568902,B 상호작용,손실구간 × VKOSPI 변동성,-0.0124074352232532,0.010294520305759574,0.08888888888888889,0.9111111111111111,45,0.9111111111111111,vkospi_1d
B,2,foreign,momentum,-0.0113919489085674,B 상호작용,모멘텀 × KOSPI200 수익률,-0.009882273677632994,0.004222298460346124,0.0,1.0,45,1.0,kospi_return_1d
B,2,foreign,momentum,-0.0046832389198243,B 상호작용,모멘텀 × USD/KRW 수준,-0.005067104393674491,0.004757074809809841,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,fx_level_z_252
B,2,foreign,momentum,-0.0225509963929653,B 상호작용,모멘텀 × VKOSPI 변동성,-0.02093564567880493,0.006054193648573813,0.0,1.0,45,1.0,vkospi_1d
B,2,foreign,herd,-0.0012090752134099,B 상호작용,군집 × KOSPI200 수익률,0.0013434988925129906,0.008000181559633874,0.6666666666666666,0.3333333333333333,45,0.6666666666666666,kospi_return_1d
B,2,foreign,herd,0.0111135132610797,B 상호작용,군집 × USD/KRW 수준,-0.00126009259127182,0.006818224860376611,0.3111111111111111,0.6888888888888889,45,0.6888888888888889,fx_level_z_252
B,2,foreign,herd,0.0133885731920599,B 상호작용,군집 × VKOSPI 변동성,0.016146754842379228,0.009580691620531384,0.9555555555555556,0.044444444444444446,45,0.9555555555555556,vkospi_1d
B,2,foreign,underwater,0.0031607861164957,B 상호작용,손실구간 × KOSPI200 수익률,-0.00012364162434499868,0.003680890370543733,0.4666666666666667,0.5333333333333333,45,0.5333333333333333,kospi_return_1d
B,2,foreign,underwater,-0.0179601795971393,B 상호작용,손실구간 × USD/KRW 수준,-0.012614744889368774,0.006661290844499061,0.044444444444444446,0.9555555555555556,45,0.9555555555555556,fx_level_z_252
B,2,foreign,underwater,0.0103411329910159,B 상호작용,손실구간 × VKOSPI 변동성,0.005228952422233571,0.006163963763168141,0.8888888888888888,0.1111111111111111,45,0.8888888888888888,vkospi_1d
B,2,institution,momentum,-0.0001105892806663,B 상호작용,모멘텀 × KOSPI200 수익률,-0.00017630197972820906,0.0005292369079901974,0.3333333333333333,0.6666666666666666,45,0.6666666666666666,kospi_return_1d
B,2,institution,momentum,1.8137943698093295e-06,B 상호작용,모멘텀 × USD/KRW 수준,0.0003834229923894391,0.0006304616386301876,0.8,0.2,45,0.8,fx_level_z_252
B,2,institution,momentum,0.001243759994395,B 상호작용,모멘텀 × VKOSPI 변동성,0.0009549930549433365,0.0010201305152566092,0.7777777777777778,0.2222222222222222,45,0.7777777777777778,vkospi_1d
B,2,institution,herd,-0.0002414922928437,B 상호작용,군집 × KOSPI200 수익률,-0.00042775533252599425,0.0006368855362611771,0.17777777777777778,0.8222222222222222,45,0.8222222222222222,kospi_return_1d
